sentence_id,sentence,notation,n_moves,winner
c_0,The board is empty.,,0,
c_1,Sujith is X and has gone for up and left from center; Seoyeon is O and has not moved yet.,X:TL,1,
c_2974,"SONG is X and has gone for up and left from center, bottom middle, and bottom right corner; Fergus is O and has taken above the center, right of centre, and down and left from center.","X:TL,BM,BR O:TM,MR,BL",6,
c_2975,"Seoyeon is X and has gone for above the center, middle row right, and bottom left corner; Goli is O and has taken up and left from center, bottom middle, and down and right from center.","X:TM,MR,BL O:TL,BM,BR",6,
c_2976,"SONG is X and has gone for top middle, right of centre, and below the center; Goli is O and has gone for top left corner, down and left from center, and down and right from center.","X:TM,MR,BM O:TL,BL,BR",6,
c_2977,"Goli is X and has gone for above the center, right of centre, and bottom right corner; Zhenmao is O and has taken top left corner, bottom left corner, and below the center.","X:TM,MR,BR O:TL,BL,BM",6,
c_2978,"Zhenmao is X and has gone for top middle, bottom left corner, and bottom middle; Seoyeon is O and has gone for top left corner, right of centre, and down and right from center.","X:TM,BL,BM O:TL,MR,BR",6,
c_2979,"Wang is X and has taken above the center, down and left from center, and down and right from center; Sujith is O and has taken up and left from center, middle row right, and bottom middle.","X:TM,BL,BR O:TL,MR,BM",6,
c_2980,"Wang is X and has gone for top middle, bottom middle, and bottom right corner; Wenjia is O and has taken top left corner, middle row right, and bottom left corner.","X:TM,BM,BR O:TL,MR,BL",6,
c_2981,"Sujith is X and has gone for middle row right, down and left from center, and below the center; SONG is O and has gone for up and left from center, above the center, and down and right from center.","X:MR,BL,BM O:TL,TM,BR",6,
c_2982,"Seoyeon is X and has gone for right of centre, bottom left corner, and bottom right corner; SONG is O and has taken up and left from center, above the center, and below the center.","X:MR,BL,BR O:TL,TM,BM",6,
c_2983,"Goli is X and has gone for middle row right, below the center, and down and right from center; Sujith is O and has gone for top left corner, above the center, and bottom left corner.","X:MR,BM,BR O:TL,TM,BL",6,
c_2984,"Seoyeon is X and has gone for top left corner, top right corner, and left of centre; Wang is O and has taken center, right of centre, and down and left from center.","X:TL,TR,ML O:C,MR,BL",6,
c_2985,"Watson is X and has taken up and left from center, up and right from center, and center; Kim is O and has gone for left of centre, middle row right, and bottom left corner.","X:TL,TR,C O:ML,MR,BL",6,
c_2986,"Goli is X and has taken top left corner, top right corner, and right of centre; SONG is O and has gone for middle row left, middle, and down and left from center.","X:TL,TR,MR O:ML,C,BL",6,
c_2987,"Seoyeon is X and has taken up and left from center, up and right from center, and down and left from center; Zhenmao is O and has gone for left of centre, center, and right of centre.","X:TL,TR,BL O:ML,C,MR",6,O
c_2988,"Wang is X and has taken up and left from center, middle row left, and middle; Watson is O and has gone for top right corner, middle row right, and bottom left corner.","X:TL,ML,C O:TR,MR,BL",6,
c_2989,"Kim is X and has gone for top left corner, middle row left, and right of centre; SONG is O and has gone for up and right from center, middle, and bottom left corner.","X:TL,ML,MR O:TR,C,BL",6,O
c_2990,"Kim is X and has gone for up and left from center, center, and middle row right; SONG is O and has gone for top right corner, middle row left, and down and left from center.","X:TL,C,MR O:TR,ML,BL",6,
c_2991,"Watson is X and has taken up and left from center, center, and bottom left corner; SONG is O and has gone for top right corner, middle row left, and right of centre.","X:TL,C,BL O:TR,ML,MR",6,
c_2992,"Watson is X and has taken up and left from center, middle row right, and down and left from center; Goli is O and has taken up and right from center, left of centre, and center.","X:TL,MR,BL O:TR,ML,C",6,
c_2993,"Sujith is X and has gone for top right corner, left of centre, and center; Zhenmao is O and has taken up and left from center, middle row right, and down and left from center.","X:TR,ML,C O:TL,MR,BL",6,
c_2994,"Goli is X and has gone for up and right from center, middle row left, and middle row right; Watson is O and has gone for top left corner, center, and bottom left corner.","X:TR,ML,MR O:TL,C,BL",6,
c_2995,"Zhenmao is X and has gone for up and right from center, middle row left, and down and left from center; Seoyeon is O and has taken top left corner, middle, and middle row right.","X:TR,ML,BL O:TL,C,MR",6,
c_2996,"Goli is X and has gone for up and right from center, center, and middle row right; Wang is O and has gone for up and left from center, middle row left, and down and left from center.","X:TR,C,MR O:TL,ML,BL",6,O
c_2997,"Wang is X and has gone for up and right from center, middle row right, and bottom left corner; Seoyeon is O and has gone for top left corner, left of centre, and middle.","X:TR,MR,BL O:TL,ML,C",6,
c_2998,"Zhenmao is X and has taken left of centre, middle, and down and left from center; Wenjia is O and has gone for top left corner, up and right from center, and right of centre.","X:ML,C,BL O:TL,TR,MR",6,
c_2999,"Zhenmao is X and has gone for left of centre, right of centre, and bottom left corner; Wang is O and has taken up and left from center, up and right from center, and center.","X:ML,MR,BL O:TL,TR,C",6,
c_3000,"Fergus is X and has gone for middle, middle row right, and down and left from center; Wenjia is O and has taken up and left from center, top right corner, and middle row left.","X:C,MR,BL O:TL,TR,ML",6,
c_3001,"Kim is X and has gone for top left corner, top right corner, and left of centre; Zhenmao is O and has taken middle, right of centre, and below the center.","X:TL,TR,ML O:C,MR,BM",6,
c_3002,"Wenjia is X and has taken up and left from center, up and right from center, and center; Zhenmao is O and has taken middle row left, middle row right, and below the center.","X:TL,TR,C O:ML,MR,BM",6,
c_3003,"Wang is X and has gone for up and left from center, top right corner, and right of centre; Watson is O and has taken middle row left, center, and bottom middle.","X:TL,TR,MR O:ML,C,BM",6,
c_3004,"Kim is X and has taken up and left from center, up and right from center, and below the center; Zhenmao is O and has taken middle row left, center, and right of centre.","X:TL,TR,BM O:ML,C,MR",6,O
c_3005,"Zhenmao is X and has taken top left corner, middle row left, and center; SONG is O and has gone for top right corner, right of centre, and bottom middle.","X:TL,ML,C O:TR,MR,BM",6,
c_3006,"Kim is X and has gone for top left corner, left of centre, and middle row right; Zhenmao is O and has gone for up and right from center, middle, and below the center.","X:TL,ML,MR O:TR,C,BM",6,
c_3007,"Goli is X and has taken top left corner, middle row left, and bottom middle; Watson is O and has gone for up and right from center, middle, and middle row right.","X:TL,ML,BM O:TR,C,MR",6,
c_3008,"Wang is X and has taken top left corner, middle, and right of centre; SONG is O and has taken top right corner, middle row left, and below the center.","X:TL,C,MR O:TR,ML,BM",6,
c_3009,"Sujith is X and has taken top left corner, center, and below the center; Kim is O and has gone for up and right from center, left of centre, and middle row right.","X:TL,C,BM O:TR,ML,MR",6,
c_3010,"Wenjia is X and has gone for up and left from center, right of centre, and below the center; Seoyeon is O and has taken top right corner, middle row left, and center.","X:TL,MR,BM O:TR,ML,C",6,
c_3011,"Zhenmao is X and has taken top right corner, middle row left, and center; Kim is O and has gone for up and left from center, middle row right, and below the center.","X:TR,ML,C O:TL,MR,BM",6,
c_3012,"Seoyeon is X and has gone for top right corner, middle row left, and middle row right; SONG is O and has taken top left corner, center, and bottom middle.","X:TR,ML,MR O:TL,C,BM",6,
c_3013,"SONG is X and has taken top right corner, middle row left, and bottom middle; Fergus is O and has taken top left corner, middle, and middle row right.","X:TR,ML,BM O:TL,C,MR",6,
c_3014,"Wang is X and has taken top right corner, middle, and right of centre; Fergus is O and has gone for top left corner, left of centre, and bottom middle.","X:TR,C,MR O:TL,ML,BM",6,
c_3015,"Goli is X and has taken top right corner, center, and bottom middle; Seoyeon is O and has taken top left corner, left of centre, and middle row right.","X:TR,C,BM O:TL,ML,MR",6,
c_3016,"Wenjia is X and has gone for top right corner, middle row right, and bottom middle; SONG is O and has taken up and left from center, left of centre, and center.","X:TR,MR,BM O:TL,ML,C",6,
c_3017,"Fergus is X and has taken middle row left, center, and below the center; SONG is O and has gone for up and left from center, top right corner, and middle row right.","X:ML,C,BM O:TL,TR,MR",6,
c_3018,"Wang is X and has taken middle row left, right of centre, and below the center; Watson is O and has taken top left corner, top right corner, and middle.","X:ML,MR,BM O:TL,TR,C",6,
c_3019,"Wang is X and has taken center, middle row right, and below the center; SONG is O and has taken up and left from center, up and right from center, and left of centre.","X:C,MR,BM O:TL,TR,ML",6,
c_3020,"Seoyeon is X and has gone for up and left from center, top right corner, and middle row left; Wang is O and has gone for middle, right of centre, and down and right from center.","X:TL,TR,ML O:C,MR,BR",6,
c_3021,"Sujith is X and has taken top left corner, up and right from center, and center; Goli is O and has taken left of centre, middle row right, and down and right from center.","X:TL,TR,C O:ML,MR,BR",6,
c_3022,"Wang is X and has gone for up and left from center, top right corner, and right of centre; Seoyeon is O and has gone for left of centre, center, and down and right from center.","X:TL,TR,MR O:ML,C,BR",6,
c_3023,"Seoyeon is X and has taken top left corner, up and right from center, and down and right from center; Fergus is O and has taken middle row left, center, and right of centre.","X:TL,TR,BR O:ML,C,MR",6,O
c_3024,"Fergus is X and has gone for top left corner, left of centre, and center; Zhenmao is O and has gone for top right corner, middle row right, and bottom right corner.","X:TL,ML,C O:TR,MR,BR",6,O
c_3025,"Watson is X and has gone for up and left from center, middle row left, and middle row right; Wenjia is O and has taken top right corner, middle, and bottom right corner.","X:TL,ML,MR O:TR,C,BR",6,
c_3026,"Wang is X and has taken up and left from center, left of centre, and down and right from center; Goli is O and has gone for up and right from center, center, and right of centre.","X:TL,ML,BR O:TR,C,MR",6,
c_3027,"Kim is X and has gone for up and left from center, center, and right of centre; SONG is O and has gone for up and right from center, left of centre, and down and right from center.","X:TL,C,MR O:TR,ML,BR",6,
c_3028,"Wenjia is X and has gone for up and left from center, right of centre, and bottom right corner; Seoyeon is O and has gone for up and right from center, left of centre, and center.","X:TL,MR,BR O:TR,ML,C",6,
c_3029,"Wang is X and has taken up and right from center, middle row left, and center; Zhenmao is O and has gone for top left corner, middle row right, and down and right from center.","X:TR,ML,C O:TL,MR,BR",6,
c_3030,"Watson is X and has taken top right corner, middle row left, and right of centre; Kim is O and has gone for up and left from center, center, and down and right from center.","X:TR,ML,MR O:TL,C,BR",6,O
c_3031,"Fergus is X and has gone for up and right from center, left of centre, and bottom right corner; SONG is O and has taken top left corner, middle, and right of centre.","X:TR,ML,BR O:TL,C,MR",6,
c_3032,"Goli is X and has taken top right corner, center, and middle row right; Zhenmao is O and has taken top left corner, left of centre, and down and right from center.","X:TR,C,MR O:TL,ML,BR",6,
c_3033,"Zhenmao is X and has taken top right corner, center, and bottom right corner; Wenjia is O and has taken up and left from center, left of centre, and right of centre.","X:TR,C,BR O:TL,ML,MR",6,
c_3034,"SONG is X and has gone for middle row left, middle, and down and right from center; Seoyeon is O and has gone for top left corner, up and right from center, and middle row right.","X:ML,C,BR O:TL,TR,MR",6,
c_3035,"Fergus is X and has taken left of centre, right of centre, and down and right from center; Watson is O and has gone for up and left from center, up and right from center, and center.","X:ML,MR,BR O:TL,TR,C",6,
c_3036,"Fergus is X and has taken middle, middle row right, and down and right from center; Watson is O and has taken top left corner, top right corner, and middle row left.","X:C,MR,BR O:TL,TR,ML",6,
c_3037,"Kim is X and has taken up and left from center, up and right from center, and left of centre; Fergus is O and has gone for middle, bottom left corner, and below the center.","X:TL,TR,ML O:C,BL,BM",6,
c_3038,"Goli is X and has gone for top left corner, top right corner, and center; Zhenmao is O and has taken middle row left, bottom left corner, and bottom middle.","X:TL,TR,C O:ML,BL,BM",6,
c_3039,"Zhenmao is X and has taken up and left from center, up and right from center, and bottom left corner; Seoyeon is O and has taken left of centre, middle, and bottom middle.","X:TL,TR,BL O:ML,C,BM",6,
c_3040,"Watson is X and has taken up and left from center, up and right from center, and bottom middle; Seoyeon is O and has gone for middle row left, center, and bottom left corner.","X:TL,TR,BM O:ML,C,BL",6,
c_3041,"Kim is X and has gone for up and left from center, middle row left, and center; Fergus is O and has gone for top right corner, down and left from center, and below the center.","X:TL,ML,C O:TR,BL,BM",6,
c_3042,"Zhenmao is X and has gone for up and left from center, left of centre, and below the center; Wang is O and has taken top right corner, center, and bottom left corner.","X:TL,ML,BM O:TR,C,BL",6,O
c_3043,"Kim is X and has gone for top left corner, center, and down and left from center; Wenjia is O and has gone for up and right from center, left of centre, and bottom middle.","X:TL,C,BL O:TR,ML,BM",6,
c_3044,"Zhenmao is X and has gone for up and left from center, center, and below the center; Seoyeon is O and has taken up and right from center, middle row left, and bottom left corner.","X:TL,C,BM O:TR,ML,BL",6,
c_3045,"Wenjia is X and has gone for up and left from center, down and left from center, and bottom middle; Goli is O and has taken top right corner, left of centre, and middle.","X:TL,BL,BM O:TR,ML,C",6,
c_3046,"Watson is X and has gone for top right corner, left of centre, and center; Seoyeon is O and has taken up and left from center, down and left from center, and below the center.","X:TR,ML,C O:TL,BL,BM",6,
c_3047,"Kim is X and has gone for top right corner, middle row left, and bottom left corner; SONG is O and has taken up and left from center, middle, and bottom middle.","X:TR,ML,BL O:TL,C,BM",6,
c_3048,"Wenjia is X and has taken up and right from center, middle row left, and bottom middle; Seoyeon is O and has gone for top left corner, center, and bottom left corner.","X:TR,ML,BM O:TL,C,BL",6,
c_3049,"Zhenmao is X and has taken top right corner, middle, and bottom middle; Fergus is O and has gone for top left corner, left of centre, and bottom left corner.","X:TR,C,BM O:TL,ML,BL",6,O
c_3050,"Zhenmao is X and has gone for top right corner, bottom left corner, and bottom middle; Kim is O and has gone for top left corner, middle row left, and middle.","X:TR,BL,BM O:TL,ML,C",6,
c_3051,"Sujith is X and has gone for left of centre, middle, and down and left from center; Wenjia is O and has taken up and left from center, top right corner, and bottom middle.","X:ML,C,BL O:TL,TR,BM",6,
c_3052,"Wenjia is X and has taken left of centre, center, and below the center; Fergus is O and has taken up and left from center, top right corner, and down and left from center.","X:ML,C,BM O:TL,TR,BL",6,
c_3053,"Wang is X and has gone for middle row left, down and left from center, and bottom middle; Kim is O and has taken up and left from center, top right corner, and middle.","X:ML,BL,BM O:TL,TR,C",6,
c_3054,"Seoyeon is X and has gone for center, bottom left corner, and below the center; Fergus is O and has taken up and left from center, top right corner, and middle row left.","X:C,BL,BM O:TL,TR,ML",6,
c_3055,"Kim is X and has gone for up and left from center, top right corner, and middle row left; SONG is O and has gone for center, down and left from center, and bottom right corner.","X:TL,TR,ML O:C,BL,BR",6,
c_3056,"Fergus is X and has taken top left corner, top right corner, and middle; Wang is O and has taken middle row left, down and left from center, and bottom right corner.","X:TL,TR,C O:ML,BL,BR",6,
c_3057,"Seoyeon is X and has gone for top left corner, up and right from center, and down and left from center; Zhenmao is O and has taken middle row left, middle, and down and right from center.","X:TL,TR,BL O:ML,C,BR",6,
c_3058,"Watson is X and has taken up and left from center, top right corner, and down and right from center; Goli is O and has taken middle row left, middle, and bottom left corner.","X:TL,TR,BR O:ML,C,BL",6,
c_3059,"Zhenmao is X and has taken up and left from center, middle row left, and middle; Sujith is O and has taken top right corner, bottom left corner, and down and right from center.","X:TL,ML,C O:TR,BL,BR",6,
c_3060,"SONG is X and has gone for top left corner, middle row left, and bottom right corner; Goli is O and has gone for top right corner, middle, and down and left from center.","X:TL,ML,BR O:TR,C,BL",6,O
c_3061,"SONG is X and has taken up and left from center, center, and down and left from center; Watson is O and has taken up and right from center, middle row left, and bottom right corner.","X:TL,C,BL O:TR,ML,BR",6,
c_3062,"SONG is X and has gone for top left corner, bottom left corner, and down and right from center; Wenjia is O and has taken top right corner, left of centre, and middle.","X:TL,BL,BR O:TR,ML,C",6,
c_3063,"Zhenmao is X and has gone for top right corner, left of centre, and middle; Sujith is O and has taken up and left from center, down and left from center, and down and right from center.","X:TR,ML,C O:TL,BL,BR",6,
c_3064,"SONG is X and has taken top right corner, middle row left, and bottom left corner; Seoyeon is O and has taken up and left from center, middle, and down and right from center.","X:TR,ML,BL O:TL,C,BR",6,O
c_3065,"Wenjia is X and has taken top right corner, left of centre, and bottom right corner; Fergus is O and has gone for top left corner, middle, and down and left from center.","X:TR,ML,BR O:TL,C,BL",6,
c_3066,"Kim is X and has gone for top right corner, middle, and down and right from center; Fergus is O and has taken top left corner, middle row left, and bottom left corner.","X:TR,C,BR O:TL,ML,BL",6,O
c_3067,"Fergus is X and has taken top right corner, down and left from center, and down and right from center; Watson is O and has taken up and left from center, left of centre, and middle.","X:TR,BL,BR O:TL,ML,C",6,
c_3068,"Wenjia is X and has gone for middle row left, middle, and bottom left corner; Seoyeon is O and has gone for top left corner, up and right from center, and down and right from center.","X:ML,C,BL O:TL,TR,BR",6,
c_3069,"Kim is X and has gone for middle row left, center, and down and right from center; Watson is O and has gone for top left corner, top right corner, and down and left from center.","X:ML,C,BR O:TL,TR,BL",6,
c_3070,"Wenjia is X and has gone for middle row left, down and left from center, and down and right from center; Sujith is O and has gone for up and left from center, top right corner, and middle.","X:ML,BL,BR O:TL,TR,C",6,
c_3071,"Seoyeon is X and has gone for center, bottom left corner, and bottom right corner; Goli is O and has gone for up and left from center, up and right from center, and left of centre.","X:C,BL,BR O:TL,TR,ML",6,
c_3072,"Watson is X and has gone for up and left from center, top right corner, and left of centre; Wang is O and has taken center, bottom middle, and down and right from center.","X:TL,TR,ML O:C,BM,BR",6,
c_3073,"Seoyeon is X and has gone for top left corner, top right corner, and center; Kim is O and has taken left of centre, bottom middle, and bottom right corner.","X:TL,TR,C O:ML,BM,BR",6,
c_3074,"Sujith is X and has taken top left corner, up and right from center, and bottom middle; Wang is O and has gone for middle row left, middle, and down and right from center.","X:TL,TR,BM O:ML,C,BR",6,
c_3075,"Watson is X and has taken top left corner, top right corner, and bottom right corner; Kim is O and has gone for middle row left, center, and bottom middle.","X:TL,TR,BR O:ML,C,BM",6,
c_3076,"Fergus is X and has gone for up and left from center, middle row left, and center; Seoyeon is O and has gone for up and right from center, bottom middle, and down and right from center.","X:TL,ML,C O:TR,BM,BR",6,
c_3077,"Wenjia is X and has gone for up and left from center, middle row left, and bottom middle; Watson is O and has gone for top right corner, center, and bottom right corner.","X:TL,ML,BM O:TR,C,BR",6,
c_3078,"Fergus is X and has gone for top left corner, left of centre, and down and right from center; SONG is O and has gone for up and right from center, center, and bottom middle.","X:TL,ML,BR O:TR,C,BM",6,
c_3079,"Watson is X and has gone for up and left from center, center, and below the center; Wang is O and has gone for top right corner, middle row left, and down and right from center.","X:TL,C,BM O:TR,ML,BR",6,
c_3080,"Fergus is X and has gone for up and left from center, below the center, and down and right from center; Wang is O and has gone for up and right from center, left of centre, and center.","X:TL,BM,BR O:TR,ML,C",6,
c_3081,"Seoyeon is X and has gone for up and right from center, middle row left, and middle; Goli is O and has gone for top left corner, below the center, and down and right from center.","X:TR,ML,C O:TL,BM,BR",6,
c_3082,"Seoyeon is X and has taken top right corner, middle row left, and bottom middle; SONG is O and has gone for top left corner, center, and bottom right corner.","X:TR,ML,BM O:TL,C,BR",6,O
c_3083,"Watson is X and has gone for top right corner, left of centre, and bottom right corner; Wang is O and has taken top left corner, middle, and below the center.","X:TR,ML,BR O:TL,C,BM",6,
c_3084,"Goli is X and has taken up and right from center, middle, and below the center; Wenjia is O and has gone for up and left from center, left of centre, and down and right from center.","X:TR,C,BM O:TL,ML,BR",6,
c_3085,"Kim is X and has taken top right corner, middle, and bottom right corner; Wang is O and has gone for top left corner, left of centre, and bottom middle.","X:TR,C,BR O:TL,ML,BM",6,
c_3086,"Kim is X and has gone for up and right from center, bottom middle, and down and right from center; Wang is O and has gone for up and left from center, middle row left, and center.","X:TR,BM,BR O:TL,ML,C",6,
c_3087,"Fergus is X and has taken left of centre, middle, and below the center; Seoyeon is O and has gone for up and left from center, top right corner, and bottom right corner.","X:ML,C,BM O:TL,TR,BR",6,
c_3088,"Sujith is X and has gone for left of centre, center, and down and right from center; Goli is O and has taken top left corner, up and right from center, and bottom middle.","X:ML,C,BR O:TL,TR,BM",6,
c_3089,"Kim is X and has gone for middle row left, bottom middle, and down and right from center; Wenjia is O and has taken top left corner, top right corner, and middle.","X:ML,BM,BR O:TL,TR,C",6,
c_3090,"Goli is X and has gone for center, bottom middle, and down and right from center; Zhenmao is O and has gone for up and left from center, up and right from center, and left of centre.","X:C,BM,BR O:TL,TR,ML",6,
c_3091,"Wang is X and has taken top left corner, top right corner, and middle row left; Fergus is O and has gone for middle row right, bottom left corner, and bottom middle.","X:TL,TR,ML O:MR,BL,BM",6,
c_3092,"Wenjia is X and has taken top left corner, top right corner, and right of centre; Fergus is O and has taken left of centre, down and left from center, and bottom middle.","X:TL,TR,MR O:ML,BL,BM",6,
c_3093,"Watson is X and has taken up and left from center, top right corner, and down and left from center; Sujith is O and has gone for middle row left, right of centre, and bottom middle.","X:TL,TR,BL O:ML,MR,BM",6,
c_3094,"Fergus is X and has gone for top left corner, top right corner, and below the center; Goli is O and has taken middle row left, right of centre, and down and left from center.","X:TL,TR,BM O:ML,MR,BL",6,
c_3095,"Kim is X and has taken up and left from center, middle row left, and middle row right; Fergus is O and has gone for up and right from center, down and left from center, and bottom middle.","X:TL,ML,MR O:TR,BL,BM",6,
c_3096,"SONG is X and has gone for up and left from center, left of centre, and below the center; Seoyeon is O and has taken top right corner, right of centre, and bottom left corner.","X:TL,ML,BM O:TR,MR,BL",6,
c_3097,"Seoyeon is X and has gone for up and left from center, right of centre, and bottom left corner; Wang is O and has gone for top right corner, left of centre, and bottom middle.","X:TL,MR,BL O:TR,ML,BM",6,
c_3098,"Seoyeon is X and has taken up and left from center, right of centre, and bottom middle; Fergus is O and has taken top right corner, middle row left, and bottom left corner.","X:TL,MR,BM O:TR,ML,BL",6,
c_3099,"Goli is X and has taken top left corner, down and left from center, and below the center; Watson is O and has gone for up and right from center, middle row left, and right of centre.","X:TL,BL,BM O:TR,ML,MR",6,
c_3100,"Kim is X and has taken up and right from center, middle row left, and right of centre; Watson is O and has taken up and left from center, bottom left corner, and bottom middle.","X:TR,ML,MR O:TL,BL,BM",6,
c_3101,"Wenjia is X and has taken top right corner, left of centre, and down and left from center; SONG is O and has taken top left corner, middle row right, and below the center.","X:TR,ML,BL O:TL,MR,BM",6,
c_3102,"Wenjia is X and has gone for top right corner, left of centre, and bottom middle; Fergus is O and has gone for up and left from center, right of centre, and down and left from center.","X:TR,ML,BM O:TL,MR,BL",6,
c_3103,"Sujith is X and has taken top right corner, middle row right, and bottom left corner; Kim is O and has gone for up and left from center, left of centre, and bottom middle.","X:TR,MR,BL O:TL,ML,BM",6,
c_3104,"Wenjia is X and has gone for top right corner, right of centre, and below the center; Goli is O and has taken top left corner, middle row left, and bottom left corner.","X:TR,MR,BM O:TL,ML,BL",6,O
c_3105,"Seoyeon is X and has gone for top right corner, bottom left corner, and below the center; Wang is O and has gone for up and left from center, left of centre, and right of centre.","X:TR,BL,BM O:TL,ML,MR",6,
c_3106,"Wenjia is X and has gone for left of centre, right of centre, and down and left from center; Watson is O and has gone for up and left from center, top right corner, and below the center.","X:ML,MR,BL O:TL,TR,BM",6,
c_3107,"Fergus is X and has taken left of centre, middle row right, and below the center; Kim is O and has gone for up and left from center, top right corner, and down and left from center.","X:ML,MR,BM O:TL,TR,BL",6,
c_3108,"Goli is X and has taken left of centre, bottom left corner, and bottom middle; Kim is O and has taken up and left from center, top right corner, and right of centre.","X:ML,BL,BM O:TL,TR,MR",6,
c_3109,"Seoyeon is X and has gone for middle row right, down and left from center, and below the center; Wang is O and has taken up and left from center, top right corner, and left of centre.","X:MR,BL,BM O:TL,TR,ML",6,
c_3110,"Goli is X and has gone for top left corner, up and right from center, and left of centre; Watson is O and has gone for middle row right, down and left from center, and down and right from center.","X:TL,TR,ML O:MR,BL,BR",6,
c_3111,"Fergus is X and has taken up and left from center, up and right from center, and right of centre; SONG is O and has taken middle row left, down and left from center, and down and right from center.","X:TL,TR,MR O:ML,BL,BR",6,
c_3112,"Kim is X and has gone for up and left from center, up and right from center, and down and left from center; Zhenmao is O and has gone for left of centre, right of centre, and bottom right corner.","X:TL,TR,BL O:ML,MR,BR",6,
c_3113,"Seoyeon is X and has gone for up and left from center, top right corner, and bottom right corner; Zhenmao is O and has taken left of centre, right of centre, and bottom left corner.","X:TL,TR,BR O:ML,MR,BL",6,
c_3114,"Seoyeon is X and has taken top left corner, left of centre, and middle row right; Zhenmao is O and has gone for up and right from center, bottom left corner, and bottom right corner.","X:TL,ML,MR O:TR,BL,BR",6,
c_3115,"Wang is X and has gone for top left corner, middle row left, and down and right from center; Goli is O and has gone for up and right from center, right of centre, and down and left from center.","X:TL,ML,BR O:TR,MR,BL",6,
c_3116,"SONG is X and has gone for up and left from center, right of centre, and bottom left corner; Goli is O and has gone for up and right from center, left of centre, and down and right from center.","X:TL,MR,BL O:TR,ML,BR",6,
c_3117,"Goli is X and has taken up and left from center, middle row right, and down and right from center; SONG is O and has gone for top right corner, middle row left, and down and left from center.","X:TL,MR,BR O:TR,ML,BL",6,
c_3118,"Sujith is X and has gone for up and left from center, down and left from center, and down and right from center; Zhenmao is O and has taken up and right from center, middle row left, and right of centre.","X:TL,BL,BR O:TR,ML,MR",6,
c_3119,"Wang is X and has gone for top right corner, left of centre, and right of centre; SONG is O and has taken top left corner, down and left from center, and down and right from center.","X:TR,ML,MR O:TL,BL,BR",6,
c_3120,"SONG is X and has taken top right corner, left of centre, and down and left from center; Watson is O and has taken top left corner, right of centre, and down and right from center.","X:TR,ML,BL O:TL,MR,BR",6,
c_3121,"Fergus is X and has taken up and right from center, middle row left, and bottom right corner; Wenjia is O and has taken top left corner, right of centre, and down and left from center.","X:TR,ML,BR O:TL,MR,BL",6,
c_3122,"Fergus is X and has taken top right corner, middle row right, and bottom left corner; Zhenmao is O and has gone for top left corner, left of centre, and bottom right corner.","X:TR,MR,BL O:TL,ML,BR",6,
c_3123,"Goli is X and has taken top right corner, down and left from center, and down and right from center; Seoyeon is O and has taken top left corner, middle row left, and middle row right.","X:TR,BL,BR O:TL,ML,MR",6,
c_3124,"Zhenmao is X and has gone for middle row left, middle row right, and bottom left corner; Fergus is O and has taken top left corner, up and right from center, and down and right from center.","X:ML,MR,BL O:TL,TR,BR",6,
c_3125,"Goli is X and has gone for left of centre, middle row right, and bottom right corner; Kim is O and has taken up and left from center, top right corner, and down and left from center.","X:ML,MR,BR O:TL,TR,BL",6,
c_3126,"SONG is X and has taken middle row left, down and left from center, and down and right from center; Fergus is O and has taken up and left from center, top right corner, and right of centre.","X:ML,BL,BR O:TL,TR,MR",6,
c_3127,"Wang is X and has gone for right of centre, down and left from center, and bottom right corner; SONG is O and has taken up and left from center, top right corner, and middle row left.","X:MR,BL,BR O:TL,TR,ML",6,
c_3128,"Goli is X and has gone for up and left from center, top right corner, and middle row left; Wenjia is O and has taken middle row right, bottom middle, and down and right from center.","X:TL,TR,ML O:MR,BM,BR",6,
c_3129,"Zhenmao is X and has gone for top left corner, top right corner, and right of centre; Wenjia is O and has gone for middle row left, bottom middle, and bottom right corner.","X:TL,TR,MR O:ML,BM,BR",6,
c_3130,"Wenjia is X and has taken top left corner, up and right from center, and bottom middle; SONG is O and has taken left of centre, right of centre, and down and right from center.","X:TL,TR,BM O:ML,MR,BR",6,
c_3131,"Sujith is X and has taken up and left from center, top right corner, and bottom right corner; Watson is O and has gone for left of centre, right of centre, and bottom middle.","X:TL,TR,BR O:ML,MR,BM",6,
c_3132,"Wenjia is X and has gone for up and left from center, middle row left, and middle row right; Sujith is O and has taken top right corner, bottom middle, and down and right from center.","X:TL,ML,MR O:TR,BM,BR",6,
c_3133,"Wang is X and has taken top left corner, middle row left, and bottom middle; Kim is O and has taken up and right from center, middle row right, and down and right from center.","X:TL,ML,BM O:TR,MR,BR",6,O
c_3134,"Kim is X and has gone for up and left from center, middle row left, and bottom right corner; Fergus is O and has gone for up and right from center, middle row right, and bottom middle.","X:TL,ML,BR O:TR,MR,BM",6,
c_3135,"Kim is X and has taken up and left from center, middle row right, and below the center; Wenjia is O and has gone for top right corner, middle row left, and bottom right corner.","X:TL,MR,BM O:TR,ML,BR",6,
c_3136,"Wang is X and has taken up and left from center, middle row right, and bottom right corner; Watson is O and has gone for up and right from center, middle row left, and below the center.","X:TL,MR,BR O:TR,ML,BM",6,
c_3137,"Zhenmao is X and has gone for top left corner, below the center, and bottom right corner; Goli is O and has taken up and right from center, middle row left, and right of centre.","X:TL,BM,BR O:TR,ML,MR",6,
