image_id,path,gold_label,llm_output
4097,src/data/images/type-a/png/4097.png,the big purple triangle is positioned below a medium orange diamond,a medium orange diamond is above a medium purple triangle
5238,src/data/images/type-a/png/5238.png,a medium pink diamond is above a small blue diamond,a medium pink diamond is above a medium blue diamond
8732,src/data/images/type-a/png/8732.png,a small pink triangle is right of a medium orange diamond,a medium orange diamond is left of a small pink triangle
2628,src/data/images/type-a/png/2628.png,a small purple diamond can be seen above a small black octagon,a small purple diamond is above a medium black octagon
5738,src/data/images/type-a/png/5738.png,right of a big yellow octagon is a big pink diamond,a medium yellow octagon is left of a medium pink diamond
1260,src/data/images/type-a/png/1260.png,the big black triangle is positioned left of a big green octagon,a big black triangle is left of a medium green octagon
6066,src/data/images/type-a/png/6066.png,a medium yellow octagon is left of a small blue square,a medium yellow octagon is left of a small blue square
3356,src/data/images/type-a/png/3356.png,a big yellow octagon can be seen left of a small green triangle,a big yellow octagon is left of a small green triangle
9354,src/data/images/type-a/png/9354.png,a small purple triangle can be seen above a small pink circle,a small purple triangle is above a small pink circle
5329,src/data/images/type-a/png/5329.png,the small orange diamond is positioned right of a medium black diamond,a medium black diamond is left of a small orange diamond
6808,src/data/images/type-a/png/6808.png,a big pink square is left of a big red octagon,a medium pink square is left of a medium red octagon
228,src/data/images/type-a/png/228.png,a medium purple diamond can be seen right of a small pink hexagon,a small pink hexagon is left of a medium purple diamond
8148,src/data/images/type-a/png/8148.png,a big pink triangle can be seen left of a small red diamond,a medium pink triangle is left of a small red diamond
6998,src/data/images/type-a/png/6998.png,above a medium red octagon is a small red circle,a small red circle is above a medium red octagon
6898,src/data/images/type-a/png/6898.png,the big green diamond is positioned right of a small orange square,a small orange square is left of a medium green diamond
5870,src/data/images/type-a/png/5870.png,a big yellow square can be seen left of a big blue triangle,the medium yellow square is positioned left of a medium blue triangle
3522,src/data/images/type-a/png/3522.png,a big purple hexagon is above a medium black triangle,a medium purple hexagon is above a small black triangle
5564,src/data/images/type-a/png/5564.png,the small blue triangle is positioned below a medium purple octagon,a medium purple octagon is above a small blue triangle
9690,src/data/images/type-a/png/9690.png,a medium purple circle is below a small red triangle,a small red triangle is above a medium purple circle
2945,src/data/images/type-a/png/2945.png,a big yellow hexagon is below a big black square,a big black square is above a medium yellow hexagon
7484,src/data/images/type-a/png/7484.png,a small black circle can be seen left of a medium orange octagon,a small black circle is left of a medium orange octagon
8279,src/data/images/type-a/png/8279.png,the small red triangle is positioned above a big black hexagon,a small red triangle is above a big black hexagon
799,src/data/images/type-a/png/799.png,right of a medium blue triangle is a big blue diamond,a small blue triangle is left of a medium blue diamond
1278,src/data/images/type-a/png/1278.png,a medium purple triangle can be seen left of a medium blue square,a medium purple triangle is left of a medium blue square
721,src/data/images/type-a/png/721.png,below a big black triangle is a big pink diamond,a black triangle can be seen above a pink diamond
2997,src/data/images/type-a/png/2997.png,a medium yellow triangle can be seen below a big pink diamond,a medium pink diamond is above a medium yellow triangle
6101,src/data/images/type-a/png/6101.png,right of a small orange square is a big red diamond,a small orange square is left of a medium red diamond
5084,src/data/images/type-a/png/5084.png,a medium yellow diamond is above a big black diamond,a medium yellow diamond is above a medium black diamond
1424,src/data/images/type-a/png/1424.png,left of a small yellow triangle is a medium purple diamond,a medium purple diamond is left of a small yellow triangle
580,src/data/images/type-a/png/580.png,a small pink diamond can be seen left of a medium orange triangle,a small pink diamond is left of a medium orange triangle
2184,src/data/images/type-a/png/2184.png,the big green triangle is positioned below a small blue octagon,a medium blue octagon is above a medium green triangle
8839,src/data/images/type-a/png/8839.png,the big yellow octagon is positioned left of a small black circle,a medium yellow octagon is left of a small black circle
8558,src/data/images/type-a/png/8558.png,a big purple diamond can be seen right of a small black circle,a small black circle is left of a medium purple diamond
4051,src/data/images/type-a/png/4051.png,a small red triangle can be seen left of a big green diamond,a small red triangle is left of a medium green diamond
8526,src/data/images/type-a/png/8526.png,a small pink hexagon can be seen left of a small red hexagon,a small pink hexagon is left of a small red hexagon
3523,src/data/images/type-a/png/3523.png,a medium yellow circle is above a big pink octagon,a medium yellow circle is above a medium pink octagon
1505,src/data/images/type-a/png/1505.png,a medium green diamond can be seen right of a big green circle,a big green circle is left of a small green diamond
8805,src/data/images/type-a/png/8805.png,a small green diamond can be seen below a medium purple triangle,a medium purple triangle is above a small green diamond
1378,src/data/images/type-a/png/1378.png,left of a big orange circle is a big yellow triangle,a small yellow triangle is left of a small orange circle
3149,src/data/images/type-a/png/3149.png,the small red square is positioned right of a medium red triangle,a medium red triangle is left of a medium red square
5188,src/data/images/type-a/png/5188.png,left of a small green diamond is a big red hexagon,the big red hexagon is right of a small green diamond
9822,src/data/images/type-a/png/9822.png,a big black diamond can be seen below a medium pink circle,a small pink circle is above a small black diamond
6064,src/data/images/type-a/png/6064.png,a medium red square is left of a small black octagon,a big red square is left of a small black octagon
9741,src/data/images/type-a/png/9741.png,the big red triangle is positioned left of a medium yellow triangle,a big red triangle is left of a small yellow triangle
9966,src/data/images/type-a/png/9966.png,a medium yellow octagon can be seen below a medium pink hexagon,a small pink hexagon is above a medium yellow octagon
6909,src/data/images/type-a/png/6909.png,a medium yellow square is above a big pink diamond,a medium yellow square is above a medium pink diamond
9616,src/data/images/type-a/png/9616.png,a medium blue circle is left of a medium purple triangle,a big blue circle is left of a small purple triangle
3395,src/data/images/type-a/png/3395.png,a big red square is right of a big purple triangle,a small purple triangle is left of a medium red square
9964,src/data/images/type-a/png/9964.png,a medium pink diamond is below a medium black hexagon,a medium black hexagon is above a medium pink diamond
5866,src/data/images/type-a/png/5866.png,above a medium yellow hexagon is a medium yellow circle,a big yellow circle is above a small yellow hexagon
345,src/data/images/type-a/png/345.png,right of a big red square is a medium blue diamond,a big red square is left of a medium blue diamond
351,src/data/images/type-a/png/351.png,a small red hexagon is below a big purple circle,a big purple circle is above a small red hexagon
8051,src/data/images/type-a/png/8051.png,above a small purple square is a small orange octagon,a medium orange octagon is above a medium purple square
9717,src/data/images/type-a/png/9717.png,the small red diamond is positioned left of a small blue triangle,a small red diamond is left of a small blue triangle
2097,src/data/images/type-a/png/2097.png,the small red hexagon is positioned right of a medium yellow square,a medium yellow square is left of a small red hexagon
1308,src/data/images/type-a/png/1308.png,a small green diamond can be seen right of a medium purple circle,a medium purple circle is left of a small green diamond
2320,src/data/images/type-a/png/2320.png,the medium purple circle is positioned below a big blue octagon,a medium blue octagon is above a medium purple circle
523,src/data/images/type-a/png/523.png,the medium yellow triangle is positioned above a medium green triangle,a small yellow triangle is above a small green triangle
9136,src/data/images/type-a/png/9136.png,below a small purple square is a medium yellow triangle,the medium purple square is above a small yellow triangle
3468,src/data/images/type-a/png/3468.png,a big red diamond can be seen above a medium red triangle,a medium red diamond is above a small red triangle
1005,src/data/images/type-a/png/1005.png,the medium blue hexagon is positioned right of a medium green octagon,a medium green octagon is left of a medium blue hexagon
2274,src/data/images/type-a/png/2274.png,the small orange triangle is positioned above a medium black hexagon,a small orange triangle is above a big black hexagon
6013,src/data/images/type-a/png/6013.png,a medium orange circle is right of a medium orange hexagon,a medium orange hexagon is left of a medium orange circle
764,src/data/images/type-a/png/764.png,left of a small pink square is a big red diamond,a medium red diamond is left of a small pink square
6962,src/data/images/type-a/png/6962.png,a small yellow octagon is right of a big black circle,a big black circle is left of a small yellow octagon
2329,src/data/images/type-a/png/2329.png,the medium red triangle is positioned left of a small blue square,a medium red triangle is left of a medium blue square
8067,src/data/images/type-a/png/8067.png,the medium orange square is positioned left of a medium orange hexagon,a medium orange square is left of a medium orange hexagon
6822,src/data/images/type-a/png/6822.png,a medium black square can be seen below a big blue hexagon,a medium blue hexagon is above a medium black square
6409,src/data/images/type-a/png/6409.png,right of a big black octagon is a small green square,a medium black octagon is left of a small green square
6700,src/data/images/type-a/png/6700.png,above a big green diamond is a medium blue circle,a medium blue circle is above a medium green diamond
1933,src/data/images/type-a/png/1933.png,the big purple circle is positioned below a medium yellow diamond,a medium yellow diamond is above a big purple circle
3978,src/data/images/type-a/png/3978.png,a medium red triangle is right of a medium black circle,a medium black circle is left of a medium red triangle
8841,src/data/images/type-a/png/8841.png,a big pink diamond is left of a big red diamond,a medium pink diamond is left of a medium red diamond
7293,src/data/images/type-a/png/7293.png,the big orange octagon is positioned above a medium yellow square,a medium orange octagon is above a medium yellow square
6882,src/data/images/type-a/png/6882.png,a big orange hexagon is above a small black triangle,a medium orange hexagon is above a small black triangle
3112,src/data/images/type-a/png/3112.png,a small purple diamond can be seen left of a medium orange triangle,a medium purple diamond is left of a medium orange triangle
4955,src/data/images/type-a/png/4955.png,a medium red hexagon can be seen right of a big orange diamond,a medium orange diamond is left of a small red hexagon
6285,src/data/images/type-a/png/6285.png,a medium purple octagon is left of a medium red octagon,a medium purple octagon is left of a medium red octagon
2710,src/data/images/type-a/png/2710.png,right of a big yellow circle is a medium yellow hexagon,a big yellow circle is left of a medium yellow hexagon
612,src/data/images/type-a/png/612.png,a medium yellow diamond can be seen left of a medium orange diamond,a medium yellow diamond is left of a medium orange diamond
5984,src/data/images/type-a/png/5984.png,a big red triangle is right of a medium red circle,a medium red circle is left of a medium red triangle
8271,src/data/images/type-a/png/8271.png,the big green hexagon is positioned above a big orange circle,a medium green hexagon is above a medium orange circle
3410,src/data/images/type-a/png/3410.png,a small red square can be seen right of a small pink circle,a medium pink circle is left of a medium red square
5000,src/data/images/type-a/png/5000.png,a small black triangle can be seen left of a small pink circle,a small black triangle is left of a medium pink circle
1234,src/data/images/type-a/png/1234.png,a medium black hexagon can be seen above a big yellow square,a medium black hexagon is above a medium yellow square
4224,src/data/images/type-a/png/4224.png,a big purple diamond can be seen left of a medium yellow diamond,a medium purple diamond is left of a medium yellow diamond
7164,src/data/images/type-a/png/7164.png,a medium orange triangle is below a medium pink square,a medium pink square is above a small orange triangle
8263,src/data/images/type-a/png/8263.png,a medium purple diamond is left of a medium orange circle,a medium purple diamond is left of a medium orange circle
1525,src/data/images/type-a/png/1525.png,a small orange octagon is left of a small green triangle,a medium orange octagon is left of a small green triangle
8013,src/data/images/type-a/png/8013.png,a small blue hexagon is below a small yellow diamond,a small yellow diamond is above a small blue hexagon
892,src/data/images/type-a/png/892.png,a big black octagon can be seen above a small orange diamond,a big black octagon is above a small orange diamond
5374,src/data/images/type-a/png/5374.png,a medium yellow octagon can be seen above a big pink square,a medium yellow octagon is above a medium pink square
1596,src/data/images/type-a/png/1596.png,a small blue square can be seen below a big orange hexagon,a medium orange hexagon is above a small blue square
1923,src/data/images/type-a/png/1923.png,a small black hexagon can be seen left of a big black octagon,a small black hexagon is left of a big black octagon
2250,src/data/images/type-a/png/2250.png,the small green hexagon is positioned right of a big pink octagon,a medium pink octagon is left of a small green hexagon
2383,src/data/images/type-a/png/2383.png,a small green square is right of a big purple diamond,a big purple diamond is left of a small green square
3754,src/data/images/type-a/png/3754.png,below a medium black diamond is a medium blue octagon,a small black diamond is above a medium blue octagon
8080,src/data/images/type-a/png/8080.png,the small blue triangle is positioned above a medium yellow diamond,a small blue triangle is above a small yellow diamond
3180,src/data/images/type-a/png/3180.png,the medium orange diamond is positioned above a big red diamond,a medium orange diamond is above a medium red diamond
9867,src/data/images/type-a/png/9867.png,the small blue triangle is positioned below a medium yellow circle,a medium yellow circle is above a small blue triangle
2373,src/data/images/type-a/png/2373.png,the medium yellow diamond is positioned right of a medium black hexagon,the medium black hexagon is positioned left of a medium yellow diamond
738,src/data/images/type-a/png/738.png,a big yellow circle is left of a small pink triangle,a big yellow circle is left of a small pink triangle
7402,src/data/images/type-a/png/7402.png,the big orange octagon is positioned right of a big pink hexagon,a medium pink hexagon is left of a medium orange octagon
950,src/data/images/type-a/png/950.png,a big purple octagon can be seen above a big purple square,a big purple octagon is above a medium purple square
1870,src/data/images/type-a/png/1870.png,a big orange diamond can be seen right of a medium black triangle,a small black triangle is left of a small orange diamond
4095,src/data/images/type-a/png/4095.png,a big pink octagon is right of a medium blue triangle,a small blue triangle is left of a medium pink octagon
5076,src/data/images/type-a/png/5076.png,a big green diamond can be seen left of a medium purple circle,a medium green diamond is left of a medium purple circle
6481,src/data/images/type-a/png/6481.png,right of a small red square is a big pink hexagon,a small red square is left of a big pink hexagon
1512,src/data/images/type-a/png/1512.png,a small purple circle can be seen right of a small purple triangle,a small purple triangle is left of a medium purple circle
6224,src/data/images/type-a/png/6224.png,the small red octagon is positioned right of a big orange triangle,a big orange triangle is left of a small red octagon
2151,src/data/images/type-a/png/2151.png,right of a small black octagon is a small green triangle,a medium black octagon can be seen left of a small green triangle
942,src/data/images/type-a/png/942.png,a big red circle can be seen below a small purple triangle,a small purple triangle is above a big red circle
6697,src/data/images/type-a/png/6697.png,a small blue diamond can be seen below a big black square,the big black square is above a small blue diamond
8804,src/data/images/type-a/png/8804.png,a small blue circle can be seen left of a small blue hexagon,a medium blue circle is left of a medium blue hexagon
3361,src/data/images/type-a/png/3361.png,right of a medium orange diamond is a big purple diamond,a medium orange diamond is left of a medium purple diamond
1872,src/data/images/type-a/png/1872.png,above a big pink triangle is a small orange triangle,a small orange triangle is above a big pink triangle
2426,src/data/images/type-a/png/2426.png,below a medium blue hexagon is a big red circle,a medium blue hexagon is above a big red circle
401,src/data/images/type-a/png/401.png,below a medium green octagon is a medium purple octagon,a medium green octagon is above a medium purple octagon
5309,src/data/images/type-a/png/5309.png,the medium blue circle is positioned left of a medium black square,the big blue circle is positioned left of a medium black square
4700,src/data/images/type-a/png/4700.png,a medium yellow octagon is right of a big yellow diamond,a medium yellow diamond is left of a medium yellow octagon
9699,src/data/images/type-a/png/9699.png,the big black square is positioned above a small blue triangle,a big black square is above a small blue triangle
2994,src/data/images/type-a/png/2994.png,right of a small blue circle is a medium yellow hexagon,a medium blue circle is left of a medium yellow hexagon
7008,src/data/images/type-a/png/7008.png,a big pink circle can be seen left of a small yellow square,a medium pink circle is left of a small yellow square
7341,src/data/images/type-a/png/7341.png,above a small orange circle is a medium orange triangle,a medium orange triangle is above a medium orange circle
36,src/data/images/type-a/png/36.png,a medium orange diamond is below a medium red circle,a big red circle is above a small orange diamond
3690,src/data/images/type-a/png/3690.png,below a small pink circle is a big red octagon,a small pink circle is above a big red octagon
2896,src/data/images/type-a/png/2896.png,right of a big yellow diamond is a big yellow octagon,a medium yellow diamond is left of a medium yellow octagon
8765,src/data/images/type-a/png/8765.png,a big pink square can be seen left of a small orange octagon,a medium pink square is left of a small orange octagon
1356,src/data/images/type-a/png/1356.png,a medium orange diamond is right of a medium purple square,a medium purple square is left of a medium orange diamond
2367,src/data/images/type-a/png/2367.png,a big green square can be seen right of a big pink square,a medium pink square is left of a medium green square
7130,src/data/images/type-a/png/7130.png,below a small pink octagon is a big green hexagon,a small pink octagon is above a big green hexagon
3302,src/data/images/type-a/png/3302.png,left of a small pink hexagon is a big orange square,a big orange square is left of a small pink hexagon
7030,src/data/images/type-a/png/7030.png,a medium blue hexagon is below a medium purple octagon,a medium purple octagon is above a medium blue hexagon
4071,src/data/images/type-a/png/4071.png,the big orange square is positioned above a small blue hexagon,a medium orange square is above a small blue hexagon
4562,src/data/images/type-a/png/4562.png,the big red triangle is positioned above a small blue diamond,a small red triangle is above a small blue diamond
9564,src/data/images/type-a/png/9564.png,a big red triangle is right of a medium black square,the small black square is left of a small red triangle
668,src/data/images/type-a/png/668.png,the big green circle is positioned above a medium purple circle,a big green circle is above a small purple circle
4336,src/data/images/type-a/png/4336.png,the medium blue diamond is positioned above a medium pink hexagon,a medium blue diamond is above a medium pink hexagon
4966,src/data/images/type-a/png/4966.png,a small purple diamond is right of a small green diamond,a medium green diamond is left of a medium purple diamond
9506,src/data/images/type-a/png/9506.png,a medium yellow octagon is right of a medium purple hexagon,a medium purple hexagon is left of a medium yellow octagon
5942,src/data/images/type-a/png/5942.png,the medium blue diamond is positioned left of a small pink triangle,a medium blue diamond is left of a small pink triangle
2190,src/data/images/type-a/png/2190.png,a big pink diamond can be seen left of a medium red diamond,the medium pink diamond is positioned left of a small red diamond
9414,src/data/images/type-a/png/9414.png,a medium green square can be seen left of a medium purple square,a medium green square is left of a medium purple square
3859,src/data/images/type-a/png/3859.png,the small pink diamond is positioned left of a small blue square,a medium pink diamond is left of a medium blue square
3729,src/data/images/type-a/png/3729.png,the small orange square is positioned left of a small orange hexagon,the medium orange square is positioned left of a medium orange hexagon
8845,src/data/images/type-a/png/8845.png,a big yellow circle can be seen right of a medium red triangle,a small red triangle is left of a big yellow circle
7982,src/data/images/type-a/png/7982.png,the small red circle is positioned below a medium blue octagon,a medium blue octagon is above a small red circle
9713,src/data/images/type-a/png/9713.png,a medium pink octagon is right of a small red circle,a small red circle is left of a medium pink octagon
9430,src/data/images/type-a/png/9430.png,below a small black octagon is a big yellow hexagon,a small black octagon is above a medium yellow hexagon
6997,src/data/images/type-a/png/6997.png,a medium green hexagon is above a medium purple triangle,a medium green hexagon is above a small purple triangle
4682,src/data/images/type-a/png/4682.png,left of a small red square is a big blue diamond,the medium blue diamond is positioned left of a small red square
9054,src/data/images/type-a/png/9054.png,a medium orange circle can be seen above a small orange hexagon,a medium orange circle is above a small orange hexagon
4437,src/data/images/type-a/png/4437.png,left of a small green circle is a big green triangle,a medium green triangle is left of a medium green circle
4829,src/data/images/type-a/png/4829.png,a big pink triangle is left of a big yellow diamond,a medium pink triangle is left of a medium yellow diamond
6083,src/data/images/type-a/png/6083.png,the small purple triangle is positioned left of a big orange circle,a small purple triangle is left of a big orange circle
8684,src/data/images/type-a/png/8684.png,above a medium red square is a small green diamond,a small green diamond is above a medium red square
7852,src/data/images/type-a/png/7852.png,the small blue hexagon is positioned right of a small yellow diamond,a small yellow diamond is left of a small blue hexagon
3674,src/data/images/type-a/png/3674.png,above a small red diamond is a medium yellow octagon,a medium yellow octagon is above a small red diamond
4510,src/data/images/type-a/png/4510.png,above a medium yellow circle is a small red diamond,a medium red diamond is above a medium yellow circle
4743,src/data/images/type-a/png/4743.png,the medium yellow circle is positioned right of a medium yellow diamond,a medium yellow diamond is left of a medium yellow circle
2983,src/data/images/type-a/png/2983.png,the big orange triangle is positioned right of a medium pink diamond,a medium pink diamond is left of a medium orange triangle
3530,src/data/images/type-a/png/3530.png,below a big orange hexagon is a small blue hexagon,a big orange hexagon is above a small blue hexagon
9973,src/data/images/type-a/png/9973.png,the medium purple hexagon is positioned below a medium black circle,a medium black circle is above a small purple hexagon
1371,src/data/images/type-a/png/1371.png,a small black triangle is above a medium black circle,a small black triangle is above a medium black circle
2590,src/data/images/type-a/png/2590.png,above a big purple diamond is a small yellow diamond,a small yellow diamond is above a medium purple diamond
9084,src/data/images/type-a/png/9084.png,above a small pink diamond is a small red hexagon,a medium red hexagon is above a small pink diamond
6277,src/data/images/type-a/png/6277.png,a medium red circle can be seen left of a big blue triangle,a medium red circle is left of a medium blue triangle
8607,src/data/images/type-a/png/8607.png,a big pink circle can be seen left of a medium orange diamond,a medium pink circle is left of a small orange diamond
6786,src/data/images/type-a/png/6786.png,the small pink diamond is positioned right of a medium blue hexagon,the medium blue hexagon is positioned left of a small pink diamond
8737,src/data/images/type-a/png/8737.png,above a big blue circle is a medium purple circle,a medium purple circle is above a medium blue circle
7,src/data/images/type-a/png/7.png,below a big green octagon is a medium pink square,a medium green octagon is above a medium pink square
1482,src/data/images/type-a/png/1482.png,a medium orange octagon can be seen right of a big yellow square,a medium yellow square is left of a medium orange octagon
5468,src/data/images/type-a/png/5468.png,left of a medium black hexagon is a big red triangle,a big red triangle is left of a medium black hexagon
5600,src/data/images/type-a/png/5600.png,right of a big pink square is a medium red diamond,a medium pink square is left of a small red diamond
586,src/data/images/type-a/png/586.png,a big yellow square is below a medium yellow circle,a medium yellow circle is above a medium yellow square
9804,src/data/images/type-a/png/9804.png,a medium green octagon can be seen left of a medium orange hexagon,a medium green octagon is left of a medium orange hexagon
4792,src/data/images/type-a/png/4792.png,a small red octagon is above a big green hexagon,a small red octagon is above a big green hexagon
2088,src/data/images/type-a/png/2088.png,right of a medium purple diamond is a big black circle,a small purple diamond is left of a big black circle
1813,src/data/images/type-a/png/1813.png,the small orange triangle is positioned right of a small black hexagon,a medium black hexagon is left of a medium orange triangle
353,src/data/images/type-a/png/353.png,a medium black octagon is right of a small pink square,a small pink square is left of a medium black octagon
5133,src/data/images/type-a/png/5133.png,a big pink diamond can be seen below a big blue circle,a big blue circle is above a small pink diamond
5841,src/data/images/type-a/png/5841.png,a big green square can be seen below a small pink diamond,a small pink diamond is above a medium green square
3984,src/data/images/type-a/png/3984.png,the medium yellow square is positioned right of a medium green octagon,a medium green octagon is left of a medium yellow square
1902,src/data/images/type-a/png/1902.png,a medium green hexagon is right of a big black octagon,a big black octagon is left of a small green hexagon
5761,src/data/images/type-a/png/5761.png,the big purple square is positioned below a small pink hexagon,a small pink hexagon is above a medium purple square
1893,src/data/images/type-a/png/1893.png,a medium black square is left of a medium pink square,the medium black square is positioned left of a medium pink square
7632,src/data/images/type-a/png/7632.png,left of a big pink triangle is a medium orange hexagon,a medium orange hexagon is left of a medium pink triangle
9337,src/data/images/type-a/png/9337.png,above a big black triangle is a small purple octagon,a medium purple octagon is above a small black triangle
6255,src/data/images/type-a/png/6255.png,left of a big pink square is a small purple diamond,a small purple diamond is left of a big pink square
2831,src/data/images/type-a/png/2831.png,right of a small purple square is a medium purple octagon,a small purple square is left of a medium purple octagon
4401,src/data/images/type-a/png/4401.png,left of a big yellow octagon is a medium green octagon,a small green octagon is left of a big yellow octagon
5655,src/data/images/type-a/png/5655.png,the medium pink square is positioned right of a small yellow hexagon,a medium yellow hexagon is left of a medium pink square
3784,src/data/images/type-a/png/3784.png,left of a small orange triangle is a small green circle,a medium green circle is left of a small orange triangle
9326,src/data/images/type-a/png/9326.png,a small blue diamond is left of a big blue hexagon,a small blue diamond is left of a big blue hexagon
7841,src/data/images/type-a/png/7841.png,a medium green octagon can be seen left of a big orange square,a medium green octagon is left of a medium orange square
6816,src/data/images/type-a/png/6816.png,a big red circle is left of a big pink hexagon,a big red circle is left of a medium pink hexagon
4823,src/data/images/type-a/png/4823.png,the big black triangle is positioned below a medium blue diamond,a medium blue diamond is above a medium black triangle
3189,src/data/images/type-a/png/3189.png,a big yellow hexagon can be seen above a medium orange square,a medium yellow hexagon is above a medium orange square
6961,src/data/images/type-a/png/6961.png,the small pink triangle is positioned right of a big pink octagon,a big pink octagon is left of a small pink triangle
9360,src/data/images/type-a/png/9360.png,a small black square is below a small pink diamond,a small pink diamond is above a medium black square
9203,src/data/images/type-a/png/9203.png,below a small blue octagon is a medium pink octagon,a medium blue octagon is above a medium pink octagon
3956,src/data/images/type-a/png/3956.png,the small orange triangle is positioned left of a big red diamond,a small orange triangle is left of a big red diamond
8821,src/data/images/type-a/png/8821.png,a medium pink diamond is right of a big green circle,a big green circle is left of a small pink diamond
7747,src/data/images/type-a/png/7747.png,a big red triangle is right of a medium black diamond,a medium black diamond is left of a medium red triangle
5014,src/data/images/type-a/png/5014.png,the medium purple diamond is positioned above a big purple diamond,a small purple diamond is above a small purple diamond
8445,src/data/images/type-a/png/8445.png,a medium black octagon can be seen below a small orange circle,a medium orange circle is above a small black octagon
7493,src/data/images/type-a/png/7493.png,below a medium orange triangle is a medium yellow octagon,a medium orange triangle is above a medium yellow octagon
5552,src/data/images/type-a/png/5552.png,a medium pink circle is right of a medium yellow diamond,a medium yellow diamond is left of a medium pink circle
7434,src/data/images/type-a/png/7434.png,left of a big red square is a medium blue circle,the medium blue circle is positioned left of a medium red square
8529,src/data/images/type-a/png/8529.png,a medium pink diamond is left of a medium red circle,a small pink diamond is left of a medium red circle
7775,src/data/images/type-a/png/7775.png,below a big red hexagon is a medium purple diamond,a big red hexagon is above a medium purple diamond
2688,src/data/images/type-a/png/2688.png,the medium orange circle is positioned left of a big orange circle,a small orange circle is left of a big orange circle
6517,src/data/images/type-a/png/6517.png,the big purple octagon is positioned right of a small pink circle,a small pink circle is left of a big purple octagon
215,src/data/images/type-a/png/215.png,a medium red octagon is below a big purple triangle,a small purple triangle is above a medium red octagon
1791,src/data/images/type-a/png/1791.png,a medium blue triangle can be seen right of a small blue circle,a medium blue circle can be seen left of a medium blue triangle
8878,src/data/images/type-a/png/8878.png,a medium pink hexagon is right of a medium orange circle,a medium orange circle is left of a medium pink hexagon
7695,src/data/images/type-a/png/7695.png,left of a big blue circle is a big black square,the medium black square is positioned left of a medium blue circle
397,src/data/images/type-a/png/397.png,a medium black diamond is below a medium green triangle,a medium green triangle is above a medium black diamond
9145,src/data/images/type-a/png/9145.png,a big green octagon is above a big blue triangle,a medium green octagon is above a medium blue triangle
8619,src/data/images/type-a/png/8619.png,a big red triangle can be seen below a big pink triangle,a medium pink triangle is above a medium red triangle
9719,src/data/images/type-a/png/9719.png,a medium black hexagon can be seen above a big green hexagon,a small black hexagon is above a medium green hexagon
4385,src/data/images/type-a/png/4385.png,the small yellow square is positioned right of a small yellow triangle,a small yellow triangle is left of a small yellow square
9695,src/data/images/type-a/png/9695.png,the big black square is positioned below a small blue circle,a medium blue circle is above a medium black square
4459,src/data/images/type-a/png/4459.png,the small red octagon is positioned right of a big red square,a big red square is left of a small red octagon
6272,src/data/images/type-a/png/6272.png,a medium pink diamond can be seen left of a big orange square,a small pink diamond is left of a medium orange square
275,src/data/images/type-a/png/275.png,the medium green octagon is positioned above a big pink octagon,a medium green octagon is above a medium pink octagon
9342,src/data/images/type-a/png/9342.png,a small orange diamond can be seen below a medium red octagon,a big red octagon is above a small orange diamond
7931,src/data/images/type-a/png/7931.png,a big black square can be seen left of a big orange square,the big black square is positioned left of a medium orange square
8434,src/data/images/type-a/png/8434.png,below a big blue octagon is a medium red circle,a big blue octagon is above a medium red circle
9329,src/data/images/type-a/png/9329.png,the big green octagon is positioned left of a small orange square,a big green octagon is left of a small orange square
6023,src/data/images/type-a/png/6023.png,right of a medium yellow circle is a small purple circle,a big yellow circle is right of a small purple circle
5100,src/data/images/type-a/png/5100.png,the medium purple circle is positioned above a big purple square,a medium purple circle is above a medium purple square
5059,src/data/images/type-a/png/5059.png,below a small orange octagon is a big pink triangle,a medium orange octagon is above a medium pink triangle
1375,src/data/images/type-a/png/1375.png,a medium yellow triangle can be seen right of a big black triangle,a medium black triangle is left of a small yellow triangle
4262,src/data/images/type-a/png/4262.png,a small green circle is right of a medium blue octagon,a big blue octagon is left of a small green circle
4302,src/data/images/type-a/png/4302.png,a medium purple diamond can be seen right of a small pink octagon,a small pink octagon is left of a small purple diamond
9313,src/data/images/type-a/png/9313.png,the big pink triangle is positioned left of a big yellow circle,a small pink triangle is left of a medium yellow circle
7595,src/data/images/type-a/png/7595.png,a medium pink octagon can be seen left of a small blue circle,a medium pink octagon is left of a small blue circle
6932,src/data/images/type-a/png/6932.png,a big yellow square is left of a medium purple octagon,a medium yellow square is left of a medium purple octagon
2040,src/data/images/type-a/png/2040.png,the medium black octagon is positioned right of a big red diamond,a big red diamond is left of a medium black octagon
6176,src/data/images/type-a/png/6176.png,a small green triangle is left of a small red octagon,a small green triangle is left of a small red octagon
6780,src/data/images/type-a/png/6780.png,the small orange hexagon is positioned left of a medium black circle,a small orange hexagon can be seen left of a big black circle
3996,src/data/images/type-a/png/3996.png,a medium green circle is below a medium orange hexagon,a medium orange hexagon is above a medium green circle
5678,src/data/images/type-a/png/5678.png,above a small orange diamond is a big green triangle,a medium green triangle is above a small orange diamond
3460,src/data/images/type-a/png/3460.png,below a small purple square is a medium purple diamond,a medium purple square is above a medium purple diamond
3068,src/data/images/type-a/png/3068.png,above a small pink hexagon is a small purple square,a medium purple square is above a small pink hexagon
2395,src/data/images/type-a/png/2395.png,the small pink triangle is positioned below a small orange triangle,a medium orange triangle is above a medium pink triangle
3022,src/data/images/type-a/png/3022.png,below a small green diamond is a big orange square,a small green diamond is above a medium orange square
